"ID","教材","単元","地域","質問","正答","誤答1","誤答2","誤答3","誤答4","誤答5","第1巡","第2巡","処置"
"first-377","小4前期","15","日本","盆地の周囲にある高い地形は何ですか。","山地","海岸","平野","砂丘","台地","丘陵","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-378","小4前期","15","日本","盆地が受ける海の影響について正しいものはどれですか。","海から遠く影響を受けにくい","海に囲まれ影響を強く受ける","潮の満ち引きで気温が決まる","海流だけで降水量が決まる","海風が一日中吹く","海水温だけで気候が決まる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-379","小4前期","15","日本","盆地では夏と冬の気温差が大きいです。この差を何といいますか。","年較差","季節風","日較差","雨温図","秋雨前線","梅雨前線","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-380","小4前期","15","日本","盆地の大きな昼夜の気温差は、果物の栽培にどのように役立ちますか。","果物が甘くなりやすい","果物が必ず凍る","実が育たなくなる","日当たりがなくなる","実の色が必ず白くなる","水分がすべてなくなる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-381","小4前期","15","日本","盆地では風が弱いと暖かい空気が上に冷たい空気が下にたまることがあります。この現象を何といいますか。","逆転層","フェーン現象","海霧","放射冷却","ヒートアイランド","季節風","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-382","小4前期","15","日本","盆地の冬の朝に霧が発生しやすい理由として正しいものはどれですか。","冷たい空気が低い所にたまりやすいから","海から強い風が吹き続けるから","一年中気温が同じだから","周囲に山がないから","暖かい空気が低い所にたまるから","海水温が高いから","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-383","小4前期","15","山梨県","甲府盆地がある都道府県はどこですか。","山梨県","長野県","山形県","奈良県","兵庫県","千葉県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-384","小4前期","15","山梨県","甲府盆地でぶどうとともに栽培が盛んな果物は何ですか。","もも","りんご","さくらんぼ","みかん","ぶどう","かき","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-385","小4前期","15","山形県","山形盆地がある都道府県はどこですか。","山形県","山梨県","長野県","福島県","兵庫県","奈良県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-386","小4前期","15","長野県","長野盆地がある都道府県はどこですか。","長野県","山梨県","群馬県","岐阜県","兵庫県","奈良県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-387","小4前期","15","奈良県","奈良盆地がある都道府県はどこですか。","奈良県","京都府","大阪府","滋賀県","兵庫県","長野県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-388","小4前期","15","京都府","京都盆地がある都道府県はどこですか。","京都府","奈良県","大阪府","滋賀県","大阪府と京都府","鳥取県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-389","小4前期","15","日本","果樹園で実の数を減らし一つ一つを大きく育てる作業を何といいますか。","摘果","選果","せん定","袋かけ","人工授粉","間引き","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-390","小4前期","15","日本","果物の実を雨や虫から守るため袋をかける作業を何といいますか。","袋かけ","せん定","摘果","選果","人工授粉","間引き","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-391","小4前期","15","日本","果樹の受粉を助けるため人の手で花粉をつける作業を何といいますか。","人工授粉","間引き","せん定","袋かけ","摘果","選果","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-392","小4前期","15","日本","果樹農家が品質をそろえるため収穫した果物を大きさや色で分ける作業を何といいますか。","選果","摘果","せん定","袋かけ","人工授粉","収穫","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-393","小4前期","15","日本","果物を共同で選別し箱詰めする施設を何といいますか。","選果場","集荷場","市場","共同選果施設","出荷場","農産物倉庫","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-394","小4前期","15","日本","果物を冷蔵保存して出荷時期を調整する目的は何ですか。","価格を安定させるため","果物をすぐ廃棄するため","収穫量を減らすため","実を小さくするため","一年中同じ日に出荷するため","品質を下げるため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-395","小4前期","16","日本","標高が高く平らな土地を何といいますか。","高原","盆地","輪中","三角州","台地","丘陵","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-396","小4前期","16","日本","日本の高原で夏でも涼しい気候を利用して作られる野菜を何といいますか。","高原野菜","近郊野菜","促成野菜","熱帯作物","夏秋野菜","京野菜","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-397","小4前期","16","長野県","長野県の高原で多く作られる代表的な高原野菜を1つ答えなさい。","レタス","キャベツ","れんこん","きゅうり","だいこん","じゃがいも","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-398","小4前期","16","日本","夏の涼しい気候を利用して野菜の出荷時期を遅らせる栽培を何といいますか。","抑制栽培","促成栽培","露地栽培","マルチ栽培","果樹栽培","水耕栽培","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-399","小4前期","16","日本","野菜を育てる苗をビニールで覆い寒さから守る設備を何といいますか。","ビニールハウス","ビニールトンネル","ガラス温室","育苗ハウス","防霜ファン","保温シート","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-400","小4前期","16","日本","高原野菜は都市へ新鮮なまま届けるため主にどの時間帯に収穫されますか。","早朝","正午","夕方","深夜","午後","午前","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-401","小4前期","16","日本","高原で夏に観光客を集める代表的な施設を1つ答えなさい。","キャンプ場","スキー場","海水浴場","水族館","牧場","自然体験施設","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-402","小4前期","16","日本","冬の高原で雪を利用して観光客を集める施設を何といいますか。","スキー場","キャンプ場","スケート場","スノーパーク","温泉施設","リゾートホテル","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-403","小4前期","16","日本","農家が共同で農産物を集め選別して出荷する施設を何といいますか。","集荷場","選果場","市場","農業試験場","共同出荷場","農産物直売所","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-404","小4前期","16","日本","標高が100m高くなると気温は約何度下がりますか。","約0.6度","約1.5度","約1度","約2度","約0.3度","約3度","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-405","小4前期","16","日本","高地では標高が高くなるほど気温は高くなりますか低くなりますか。","低くなる","高くなる","変わらない","必ず0度になる","季節によって逆になる","標高に関係しない","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-406","小4前期","16","長野県","長野県の八ヶ岳周辺に広がる高原を何といいますか。","野辺山原","那須高原","清里高原","美ヶ原高原","志賀高原","軽井沢高原","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-407","小4前期","16","長野県","野辺山原の標高はおよそ何mですか。","約1300m","約300m","約800m","約2500m","500m","10m","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-408","小4前期","16","日本","高原の昼夜の気温差について正しいものはどれですか。","大きい","小さい","まったくない","一年中必ず同じ","季節によって必ず0になる","平地より必ず小さい","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-409","小4前期","16","日本","夏でも涼しい高原で野菜を育てる利点は何ですか。","害虫がつきにくい","必ず害虫が増える","野菜が育たなくなる","水をまったく必要としない","出荷できなくなる","日光が当たらなくなる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-410","小4前期","16","日本","高原野菜の出荷が多い季節はいつですか。","夏","冬","春","秋","初夏","真冬","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-411","小4前期","16","日本","高原野菜が比較的高い価格で売れやすい理由は何ですか。","平地の野菜が少ない時期に出荷できるから","収穫後すぐ廃棄するから","冬だけ収穫するから","市場へ運ばないから","平地と同じ時期だけ出荷するから","都市から遠く運べないから","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-412","小4前期","16","日本","高原でキャベツやレタスを育てるため畑をビニールで覆う栽培方法を何といいますか。","マルチ栽培","促成栽培","抑制栽培","水耕栽培","果樹栽培","露地栽培","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-413","小4前期","16","日本","マルチ栽培で土をビニールで覆う主な目的は何ですか。","地温を保ち雑草を防ぐため","土を完全に乾燥させるため","日光をすべて遮るため","収穫をできなくするため","土を凍らせるため","雨水をすべて防ぐため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-414","小4前期","16","日本","高原野菜を夜明け前から収穫する主な理由は何ですか。","新鮮なまま都市へ届けるため","日中の暑さでしおれさせるため","収穫後すぐ畑へ戻すため","市場への到着を遅らせるため","野菜を温めるため","収穫量を減らすため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-415","小4前期","16","日本","高原野菜を集荷場で大きさや品質ごとに分ける作業を何といいますか。","選別","摘果","せん定","人工授粉","選果","間引き","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-416","小4前期","16","日本","農家が共同で野菜を販売する組織を何といいますか。","農業協同組合","漁業協同組合","森林組合","商工会議所","生活協同組合","農業委員会","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-417","小4前期","16","日本","農業協同組合をアルファベット2文字で何と表しますか。","JA","JR","JAXA","JAS","JF","JT","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-418","小4前期","16","日本","高原野菜を都市へ運ぶため主に使われる交通手段は何ですか。","トラック","航空機","鉄道","船","軽トラック","バス","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-419","小4前期","16","日本","高速道路の整備が高原野菜の出荷に与えた変化は何ですか。","遠くの都市へ短時間で運べるようになった","都市へ運べなくなった","鉄道をすべて廃止した","収穫時期が冬だけになった","輸送時間が長くなった","近くの町にしか運べなくなった","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-420","小4前期","16","日本","冬の高原で行われる代表的なスポーツを1つ答えなさい。","スキー","サーフィン","水泳","ヨット","スケート","スノーボード","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-421","小4前期","16","日本","高原で夏に避暑や自然体験を楽しむ産業を何といいますか。","観光業","漁業","鉱業","造船業","林業","製造業","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-422","小4前期","16","日本","高原野菜の栽培と観光業を組み合わせる利点は何ですか。","地域の収入源を増やせる","農業を完全にやめられる","観光客を減らせる","野菜を出荷しなくてよくなる","収入源を一つにできる","農地をすべて観光施設にできる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-423","小4前期","17","沖縄県","沖縄の住宅で強い日差しや台風に備えて使われる主な建築材料は何ですか。","鉄筋コンクリート","木材だけ","かや","雪のブロック","雨端","しっくい","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-424","小4前期","17","北海道","北海道の住宅で室内の熱を逃がしにくくするため壁に入れる材料を何といいますか。","断熱材","吸音材","防水材","石こう","耐火材","遮音材","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-425","小4前期","17","雪国","雪国で消雪パイプの水に地下水が使われる主な理由は何ですか。","冬でも水温が比較的高く雪をとかせるから","海水より塩分が多いから","必ず沸騰しているから","道路を凍らせやすいから","冬は必ず0度になるから","雪を増やせるから","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-426","小4前期","17","低地","輪中の水屋には、洪水に備えて何を保管しましたか。","食料や生活用品","海水浴の道具","大型農業機械だけ","魚をとる網だけ","避難用の舟","燃料や衣類","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-427","小4前期","17","海辺","リアス海岸の養殖では、いかだやロープを使って何を育てますか。","かきやわかめ","小麦や大豆","乳牛や羊","りんごやぶどう","ほたてやのり","たい・はまち","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-428","小4前期","17","盆地","盆地や扇状地で盛んな農業は何ですか。","果樹栽培","稲作","酪農","畑作","促成栽培","高原野菜栽培","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-429","小4前期","17","高原","高原で夏の涼しさを利用して行う野菜栽培を何といいますか。","高原野菜栽培","促成栽培","施設園芸栽培","果樹栽培","抑制栽培","水耕栽培","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-430","小4前期","17","日本","地域の自然条件に合わせて家や産業を工夫することを何といいますか。","自然環境に適応したくらし","自然条件を無視したくらし","すべての地域で同じくらし","自然をまったく利用しないくらし","自然条件に逆らうくらし","地域差をなくしたくらし","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-431","小4前期","17","日本","沖縄と北海道では年平均気温が高いのはどちらですか。","沖縄","北海道","どちらも同じ","季節によって必ず逆になる","どちらともいえない","季節によって変わる","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-432","小4前期","17","日本","日本海側と太平洋側では一般に冬の降雪量が多いのはどちらですか。","日本海側","太平洋側","どちらも同じ","瀬戸内だけ","どちらともいえない","ほぼ同じ","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-433","小4前期","17","沖縄県","沖縄でさとうきびが栽培されるのはどのような気候を利用しているからですか。","一年中暖かい気候","一年中寒冷な気候","夏でも霜が多い気候","一年中雨が降らない気候","一年中温暖な気候","冷涼な気候","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-434","小4前期","17","北海道","北海道で酪農が盛んなのは広い土地とどのような気候を利用しているからですか。","冷涼な気候","高温多湿な気候","一年中温暖な気候","乾燥した砂漠気候","一年中寒冷な気候","一年中暖かい気候","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-435","小4前期","17","日本海側","冬に日本海側で雪、太平洋側で晴天が多くなる違いを生む地形は何ですか。","日本列島の中央部の山地","海岸の砂浜","河口の三角州","平野の水田","海岸沿いの低地","都市の高層建築","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-436","小4前期","17","雪国","雪国で消雪パイプに利用される水は主に何ですか。","地下水","海水","雨水だけ","工業排水","川の表面水","水道水","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-437","小4前期","17","低地","低地で排水機場が必要なのは土地が川や海の水面よりどうなっているからですか。","低いから","高いから","同じ高さだから","山頂にあるから","海から遠いから","川より急だから","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-438","小4前期","17","低地","輪中で集落の周囲に堤防を築いた主な目的は何ですか。","洪水から守るため","海水を田畑へ入れるため","川の流れを止めるため","土地を低くするため","洪水を起こしやすくするため","水を集落へ入れるため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-439","小4前期","17","三陸海岸","三陸海岸で養殖が盛んなのは入り江の波がどうなっているからですか。","穏やかだから","非常に荒いから","一年中凍るから","潮の満ち引きがないから","流れが非常に速いから","波が常に高いから","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-440","小4前期","17","三陸海岸","海岸に沿って築き、津波や高潮が集落へ入るのを防ぐ施設は何ですか。","防潮堤","防波堤","防砂林","防雪柵","防潮林","堤防","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-441","小4前期","17","盆地","盆地で果物が甘くなりやすいのは昼夜の何が大きいからですか。","気温差","降水量","風速","湿度","日照時間","標高差","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-442","小4前期","17","高原","高原野菜を夏に出荷できるのは標高が高く気温がどうなっているからですか。","低いから","高いから","変わらないから","必ず氷点下だから","平地より暑いから","一年中同じだから","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-443","小4前期","17","北海道","北海道の住宅で二重窓を使う目的は何ですか。","保温するため","風通しをよくするため","雪を室内に入れるため","日差しを強くするため","室内の熱を逃がさないため","冷たい空気が室内に入るのを防ぐため","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-444","小4前期","17","沖縄県","沖縄の住宅で石垣を設ける目的は何ですか。","台風の強風を防ぐため","雪の重みを支えるため","冷気を室内に入れるため","海水をためるため","日差しを強くするため","風通しを悪くするため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-445","小4前期","17","雪国","雪国で雁木が造られた目的は何ですか。","雪の日でも歩けるようにするため","雪を屋根に積もらせるため","道路を凍結させるため","家の中へ雪を入れるため","歩道を雪でふさぐため","雪どけ水をためるため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-446","小4前期","17","低地","低地の水害危険箇所や避難場所を示す地図を何といいますか。","ハザードマップ","地形図","土地利用図","路線図","平面図","等高線","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-447","小4前期","17","海辺","海岸に防砂林を植えることで、飛んでくる砂から主に何を守りますか。","住宅や農地","沖合の漁船","山頂の登山道","川の上流","海中の魚","遠くの山林","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-448","小4前期","17","高原","高原のスキー場は、冬のどの自然条件を観光に生かしていますか。","積雪","高い海水温","サンゴ礁","干潟","強い日差し","台風","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-449","小4前期","17","日本","地域ごとに気候や地形に合わせた産業が発達するのはなぜですか。","自然条件を生かすため","すべての地域を同じ産業にするため","気候や地形を無視するため","地域の産業をなくすため","自然条件に逆らうため","地域差をなくすため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-450","小4前期","17","日本","沖縄と北海道では冬の平均気温が低いのはどちらですか。","北海道","沖縄","どちらも同じ","年によって必ず逆になる","どちらともいえない","季節によって変わる","意味確認済み","形式・重複・唯一正解確認済み","適合"
